"user_supplied_name","matched_name","family","symmetry"
"Phagnalon graecum","Phagnalon graecum","Asteraceae","actinomorphic"
"Pithecoseris pacourinoides","Pithecoseris pacourinoides","Asteraceae","actinomorphic"
"Prenanthes aspera","Prenanthes aspera","Asteraceae","actinomorphic"
"Prenanthes crepidinea","Prenanthes crepidinea","Asteraceae","actinomorphic"
"Psiadia terebinthina","Psiadia terebinthina","Asteraceae","actinomorphic"
"Raoulia grandiflora","Raoulia grandiflora","Asteraceae","actinomorphic"
"Raoulia subsericea","Raoulia subsericea","Asteraceae","actinomorphic"
"Reichardia picroides","Reichardia picroides","Asteraceae","actinomorphic"
"Rudbeckia hirta","Rudbeckia hirta","Asteraceae","actinomorphic"
"Rudbeckia laciniata","Rudbeckia laciniata","Asteraceae","actinomorphic"
"Rudbeckia subtomentosa","Rudbeckia subtomentosa","Asteraceae","actinomorphic"
"Rudbeckia triloba","Rudbeckia triloba","Asteraceae","actinomorphic"
"Saussurea gracilis","Saussurea gracilis","Asteraceae","actinomorphic"
"Scalesia helleri","Scalesia helleri","Asteraceae","actinomorphic"
"Scalesia pedunculata","Scalesia pedunculata","Asteraceae","actinomorphic"
"Scalesia sp1 M_PL_026","Scalesia","Asteraceae","actinomorphic"
"Scolymus hispanicus","Scolymus hispanicus","Asteraceae","actinomorphic"
"Scorzonea humilis","Scorzonera humilis","Asteraceae","actinomorphic"
"Scorzonera cana","Scorzonera cana","Asteraceae","actinomorphic"
"Senecio aureus","Senecio aureus","Asteraceae","actinomorphic"
"Senecio cannabifolius","Senecio cannabifolius","Asteraceae","actinomorphic"
"Senecio filaginoides","Senecio filaginoides","Asteraceae","actinomorphic"
"Senecio gunnii","Senecio gunnii","Asteraceae","actinomorphic"
"Senecio jacobea","Senecio jacobaea","Asteraceae","actinomorphic"
"Senecio lautus","Senecio lautus","Asteraceae","actinomorphic"
"Senecio madagascariensis","Senecio madagascariensis","Asteraceae","actinomorphic"
"Senecio nemorensis","Senecio nemorensis","Asteraceae","actinomorphic"
"Senecio pierotii","Senecio pierotii","Asteraceae","actinomorphic"
"Senecio selloi","Senecio selloi","Asteraceae","actinomorphic"
"Senecio sp1 M_PL_002","Senecio","Asteraceae","actinomorphic"
"Senecio vulgaris","Senecio vulgaris","Asteraceae","actinomorphic"
"Siegesbeckia orientalis","Siegesbeckia orientalis","Asteraceae","actinomorphic"
"Silphium integrifolium","Silphium integrifolium","Asteraceae","actinomorphic"
"Silphium laciniatum","Silphium laciniatum","Asteraceae","actinomorphic"
"Silphium perfoliatum","Silphium perfoliatum","Asteraceae","actinomorphic"
"Silphium terebinthinaceum","Silphium terebinthinaceum","Asteraceae","actinomorphic"
"Solidago canadensis","Solidago canadensis","Asteraceae","actinomorphic"
"Solidago graminifolia","Solidago graminifolia","Asteraceae","actinomorphic"
"Solidago missouriensis","Solidago missouriensis","Asteraceae","actinomorphic"
"Solidago nemoralis","Solidago nemoralis","Asteraceae","actinomorphic"
"Solidago rigida","Solidago rigida","Asteraceae","actinomorphic"
"Solidago sempervirens","Solidago sempervirens","Asteraceae","actinomorphic"
"Solidago speciosa","Solidago speciosa","Asteraceae","actinomorphic"
"Solidago ulmifolia","Solidago ulmifolia","Asteraceae","actinomorphic"
"Solidago virg-aurea","Solidago virgaurea","Asteraceae","actinomorphic"
"Sommerfeltia spinulosa","Sommerfeltia spinulosa","Asteraceae","actinomorphic"
"Sonchus arvensis","Sonchus arvensis","Asteraceae","actinomorphic"
"Sonchus cf. ortunoi","Sonchus ortunoi","Asteraceae","actinomorphic"
"Sonchus oleraceus","Sonchus oleraceus","Asteraceae","actinomorphic"
"Sonchus palustris","Sonchus palustris","Asteraceae","actinomorphic"
"Sonchus tenerrimus","Sonchus tenerrimus","Asteraceae","actinomorphic"
"Spilanthes urens","Spilanthes urens","Asteraceae","actinomorphic"
"Tanacetum vulgare","Tanacetum vulgare","Asteraceae","actinomorphic"
"Taraxacum arctogenum","Taraxacum arctogenum","Asteraceae","actinomorphic"
"Taraxacum hondoense","Taraxacum hondoense","Asteraceae","actinomorphic"
"Taraxacum japonicum","Taraxacum japonicum","Asteraceae","actinomorphic"
"Taraxacum officinale","Taraxacum officinale","Asteraceae","actinomorphic"
"Taraxacum phymatocarpum","Taraxacum phymatocarpum","Asteraceae","actinomorphic"
"Taraxacum sp1 M_PL_048","Taraxacum","Asteraceae","actinomorphic"
"Thelesperma megapotamicum","Thelesperma megapotamicum","Asteraceae","actinomorphic"
"Tolpis webbii","Tolpis webbii","Asteraceae","actinomorphic"
"Tragopogon porrifolius","Tragopogon porrifolius","Asteraceae","actinomorphic"
"Tripleurospermum inodorum","Tripleurospermum inodorum","Asteraceae","actinomorphic"
"Verbesina helianthoides","Verbesina helianthoides","Asteraceae","actinomorphic"
"Vernonia cinerea","Vernonia cinerea","Asteraceae","actinomorphic"
"Vernonia echioides","Vernonia echioides","Asteraceae","actinomorphic"
"Vernonia fasciculata","Vernonia fasciculata","Asteraceae","actinomorphic"
"Vernonia sp1 M_PL_041","Vernonia","Asteraceae","actinomorphic"
"Wedelia calycina","Wedelia calycina","Asteraceae","actinomorphic"
"Wedelia trilobata","Wedelia trilobata","Asteraceae","actinomorphic"
"Youngia denticulata","Youngia denticulata","Asteraceae","actinomorphic"
"Youngia japonica","Youngia japonica","Asteraceae","actinomorphic"
"Impatiens biflora","Impatiens biflora","Balsaminaceae","zygomorphic"
"Impatiens noli-tangere","Impatiens noli-tangere","Balsaminaceae","zygomorphic"
"Impatiens pallida","Impatiens pallida","Balsaminaceae","zygomorphic"
"Impatiens textori","Impatiens textori","Balsaminaceae","zygomorphic"
"Impatiens walleriana","Impatiens walleriana","Balsaminaceae","zygomorphic"
"Berberis buxifolia","Berberis buxifolia","Berberidaceae","actinomorphic"
"Berberis darwinii","Berberis darwinii","Berberidaceae","actinomorphic"
"Berberis empetrifolia","Berberis empetrifolia","Berberidaceae","actinomorphic"
"Berberis montana","Berberis montana","Berberidaceae","actinomorphic"
"Berberis thunbergii","Berberis thunbergii","Berberidaceae","actinomorphic"
"Caulophyllum thalictroides","Caulophyllum thalictroides","Berberidaceae","actinomorphic"
"Epimedium diphyllum","Epimedium diphyllum","Berberidaceae","actinomorphic"
"Epimedium grandiflorum","Epimedium grandiflorum","Berberidaceae","actinomorphic"
"Mahonia japonica","Mahonia japonica","Berberidaceae","actinomorphic"
"Nandina domestica","Nandina domestica","Berberidaceae","actinomorphic"
"Podophyllum peltatum","Podophyllum peltatum","Berberidaceae","actinomorphic"
"Campsis grandiflora","Campsis grandiflora","Bignoniaceae","actinomorphic"
"Colea seychellarum","Colea seychellarum","Bignoniaceae","zygomorphic"
"Digomphia laurifolia","Digomphia laurifolia","Bignoniaceae","zygomorphic"
"Fridericia speciosa","Fridericia speciosa","Bignoniaceae","zygomorphic"
"Pyrostegia venusta","Pyrostegia venusta","Bignoniaceae","zygomorphic"
"Tabebuia donnell-smithii","Tabebuia donnell-smithii","Bignoniaceae","zygomorphic"
"Tabebuia impetiginosa","Tabebuia impetiginosa","Bignoniaceae","zygomorphic"
"Bonnetia sessilis","Bonnetia sessilis","Bonnetiaceae","actinomorphic"
"Alkanna tinctoria","Alkanna tinctoria","Boraginaceae","actinomorphic"
"Anchusa undulata","Anchusa undulata","Boraginaceae","actinomorphic"
"Anchusa variegata","Anchusa variegata","Boraginaceae","actinomorphic"
"Cynoglossum officinale","Cynoglossum officinale","Boraginaceae","actinomorphic"
"Cynoglossum sp1 M_PL_001","Cynoglossum","Boraginaceae","actinomorphic"
"Echium aculeatum","Echium aculeatum","Boraginaceae","actinomorphic"
"Echium angustifolium","Echium angustifolium","Boraginaceae","actinomorphic"
"Echium bonnetii","Echium bonnetii","Boraginaceae","actinomorphic"
"Echium plantagineum","Echium plantagineum","Boraginaceae","actinomorphic"
"Echium vulgare","Echium vulgare","Boraginaceae","actinomorphic"
"Echium wildpretii","Echium wildpretii","Boraginaceae","actinomorphic"
"Lithospermum canescens","Lithospermum canescens","Boraginaceae","actinomorphic"
"Mertensia pratensis","Mertensia pratensis","Boraginaceae","actinomorphic"
"Mertensia sibirica","Mertensia sibirica","Boraginaceae","actinomorphic"
"Mertensia virginica","Mertensia virginica","Boraginaceae","actinomorphic"
"Myosotis palustris","Myosotis palustris","Boraginaceae","actinomorphic"
"Omphalodes japonica","Omphalodes japonica","Boraginaceae","actinomorphic"
"Trigonotis brevipes","Trigonotis brevipes","Boraginaceae","actinomorphic"
"Alyssum maritimum","Alyssum maritimum","Brassicaceae","actinomorphic"
"Arabis alpina","Arabis alpina","Brassicaceae","actinomorphic"
"Arabis glabra","Arabis glabra","Brassicaceae","actinomorphic"
"Arabis hirsuta","Arabis hirsuta","Brassicaceae","actinomorphic"
"Arabis laevigata","Arabis laevigata","Brassicaceae","actinomorphic"
"Biscutella didyma","Biscutella didyma","Brassicaceae","actinomorphic"
"Brassica campestris","Brassica campestris","Brassicaceae","actinomorphic"
"Brassica fruticulosa","Brassica fruticulosa","Brassicaceae","actinomorphic"
"Capsella bursa-pastoris","Capsella bursa-pastoris","Brassicaceae","actinomorphic"
"Cardamine bulbosa","Cardamine bulbosa","Brassicaceae","actinomorphic"
"Cardamine nivalis","Cardamine nivalis","Brassicaceae","actinomorphic"
"Cardamine regeliana","Cardamine regeliana","Brassicaceae","actinomorphic"
"Cardamine tanakae","Cardamine tanakae","Brassicaceae","actinomorphic"
"Cardaria draba","Cardaria draba","Brassicaceae","actinomorphic"
"Cochlearia groenlandica","Cochlearia groenlandica","Brassicaceae","actinomorphic"
"Dentaria laciniata","Dentaria laciniata","Brassicaceae","actinomorphic"
"Draba arctica","Draba arctica","Brassicaceae","actinomorphic"
"Draba aurea","Draba aurea","Brassicaceae","actinomorphic"
"Draba bellii","Draba bellii","Brassicaceae","actinomorphic"
"Draba cinerea","Draba cinerea","Brassicaceae","actinomorphic"
"Draba gilliesii","Draba gilliesii","Brassicaceae","actinomorphic"
"Draba lactea","Draba lactea","Brassicaceae","actinomorphic"
"Draba oblongata","Draba oblongata","Brassicaceae","actinomorphic"
"Draba sp1 M_PL_020","Draba","Brassicaceae","actinomorphic"
"Eruca vesicaria","Eruca vesicaria","Brassicaceae","actinomorphic"
"Erysimum asperum","Erysimum asperum","Brassicaceae","actinomorphic"
"Erysimum pallasii","Erysimum pallasii","Brassicaceae","actinomorphic"
"Erysimum scoparium","Erysimum scoparium","Brassicaceae","actinomorphic"
"Erysimum sp1 M_PL_014","Erysimum","Brassicaceae","actinomorphic"
"Hirschfeldia incana","Hirschfeldia incana","Brassicaceae","actinomorphic"
"Lepidium virginicum","Lepidium virginicum","Brassicaceae","actinomorphic"
"Lesquerella arctica","Lesquerella arctica","Brassicaceae","actinomorphic"
"Menonvillea hookeri","Menonvillea hookeri","Brassicaceae","actinomorphic"
"Physaria didymocarpa","Physaria didymocarpa","Brassicaceae","actinomorphic"
"Raphanus raphanistrum","Raphanus raphanistrum","Brassicaceae","actinomorphic"
"Rapistrum rugosum","Rapistrum rugosum","Brassicaceae","actinomorphic"
"Rorippa indica","Rorippa indica","Brassicaceae","actinomorphic"
"Sisymbrium orientale","Sisymbrium orientale","Brassicaceae","actinomorphic"
"Aechmea blumenavii","Aechmea blumenavii","Bromeliaceae","actinomorphic"
"Aechmea contracta","Aechmea contracta","Bromeliaceae","actinomorphic"
"Aechmea corymbosa","Aechmea corymbosa","Bromeliaceae","actinomorphic"
"Aechmea cylindrata","Aechmea cylindrata","Bromeliaceae","actinomorphic"
"Aechmea distichantha","Aechmea distichantha","Bromeliaceae","actinomorphic"
"Aechmea gamosepala","Aechmea gamosepala","Bromeliaceae","actinomorphic"
"Aechmea nudicaulis","Aechmea nudicaulis","Bromeliaceae","actinomorphic"
"Aechmea rubiginosa","Aechmea rubiginosa","Bromeliaceae","actinomorphic"
"Aechmea sp1 M_PL_063","Aechmea","Bromeliaceae","actinomorphic"
"Aechmea vanhoutteana","Aechmea vanhoutteana","Bromeliaceae","actinomorphic"
"Billbergia amoena","Billbergia amoena","Bromeliaceae","zygomorphic"
"Billbergia decora","Billbergia decora","Bromeliaceae","zygomorphic"
"Billbergia distachya","Billbergia distachya","Bromeliaceae","zygomorphic"
"Brocchinia acuminata","Brocchinia acuminata","Bromeliaceae","actinomorphic"
"Bromelia sp1 M_PL_071","Bromelia","Bromeliaceae","actinomorphic"
"Edmundoa lindenii","Edmundoa lindenii","Bromeliaceae","actinomorphic"
"Nidularium innocentii","Nidularium innocentii","Bromeliaceae","actinomorphic"
"Nidularium inocentii","Nidularium innocentii","Bromeliaceae","actinomorphic"
"Nidularium procerum","Nidularium procerum","Bromeliaceae","actinomorphic"
"Pepinia sp1 M_PL_071","Pepinia","Bromeliaceae","actinomorphic"
"Tillandsia bartramii","Tillandsia bartramii","Bromeliaceae","actinomorphic"
"Tillandsia complanata","Tillandsia complanata","Bromeliaceae","actinomorphic"
"Tillandsia dasyrifolia","Tillandsia dasyliriifolia","Bromeliaceae","actinomorphic"
"Tillandsia dura","Tillandsia dura","Bromeliaceae","actinomorphic"
"Tillandsia gardneri","Tillandsia gardneri","Bromeliaceae","actinomorphic"
"Tillandsia geminiflora","Tillandsia geminiflora","Bromeliaceae","actinomorphic"
"Tillandsia paucifolia","Tillandsia paucifolia","Bromeliaceae","actinomorphic"
"Tillandsia sp1 M_PL_063","Tillandsia","Bromeliaceae","actinomorphic"
"Tillandsia stricta","Tillandsia stricta","Bromeliaceae","actinomorphic"
"Vriesea carinata","Vriesea carinata","Bromeliaceae","zygomorphic"
"Vriesea chrysostachys","Vriesea chrysostachys","Bromeliaceae","zygomorphic"
"Vriesea erythrodactylon","Vriesea erythrodactylon","Bromeliaceae","zygomorphic"
"Vriesea incurvata","Vriesea incurvata","Bromeliaceae","zygomorphic"
"Vriesea longicaulis","Vriesea longicaulis","Bromeliaceae","zygomorphic"
"Vriesea simplex","Vriesea simplex","Bromeliaceae","zygomorphic"
"Vriesea sp1 M_PL_066","Vriesea","Bromeliaceae","zygomorphic"
"Vriesea vagans","Vriesea vagans","Bromeliaceae","zygomorphic"
"Wittrockia superba","Wittrockia superba","Bromeliaceae","actinomorphic"
"Bursera graveolens","Bursera graveolens","Burseraceae","actinomorphic"
"Bursera simaruba","Bursera simaruba","Burseraceae","actinomorphic"
"Gymnocalycium reductum","Gymnocalycium reductum","Cactaceae","actinomorphic"
"Melocactus zehntneri","Melocactus zehntneri","Cactaceae","actinomorphic"
"Nopalea karwinskiana","Nopalea karwinskiana","Cactaceae","actinomorphic"
"Opuntia echios","Opuntia echios","Cactaceae","actinomorphic"
"Opuntia excelsa","Opuntia excelsa","Cactaceae","actinomorphic"
"Opuntia helleri","Opuntia helleri","Cactaceae","actinomorphic"
"Opuntia megasperma","Opuntia megasperma","Cactaceae","actinomorphic"
"Opuntia sp1 M_PL_026","Opuntia","Cactaceae","actinomorphic"
"Opuntia stricta","Opuntia stricta","Cactaceae","actinomorphic"
"Pilosocereus gounellei","Pilosocereus gounellei","Cactaceae","actinomorphic"
"Pilosocereus sp1 M_PL_067","Pilosocereus","Cactaceae","actinomorphic"
"Tacinga inamoena","Tacinga inamoena","Cactaceae","actinomorphic"
"Tacinga palmadora","Tacinga palmadora","Cactaceae","actinomorphic"
"Trichocereus chiloensis","Trichocereus chiloensis","Cactaceae","actinomorphic"
"Calceolaria arac","Calceolaria","Calceolariaceae","zygomorphic"
"Calceolaria biflora","Calceolaria biflora","Calceolariaceae","zygomorphic"
"Calceolaria crenatiflora","Calceolaria crenatiflora","Calceolariaceae","zygomorphic"
"Adenophora triphylla","Adenophora triphylla","Campanulaceae","actinomorphic"
"Azorina vidalii","Azorina vidalii","Campanulaceae","actinomorphic"
"Campanula americana","Campanula americana","Campanulaceae","actinomorphic"
"Campanula drabifolia","Campanula drabifolia","Campanulaceae","actinomorphic"
"Campanula gieseckiana","Campanula gieseckiana","Campanulaceae","actinomorphic"
"Campanula punctata","Campanula punctata","Campanulaceae","actinomorphic"
"Campanula rotundifolia","Campanula rotundifolia","Campanulaceae","actinomorphic"
"Centropogon cornutus","Centropogon cornutus","Campanulaceae","zygomorphic"
"Codonopsis lanceolata","Codonopsis lanceolata","Campanulaceae","actinomorphic"
"Isotoma fluviatilis","Isotoma fluviatilis","Campanulaceae","actinomorphic"
"Lobelia cardinalis","Lobelia cardinalis","Campanulaceae","actinomorphic"
"Lobelia cardinalis x siphilitica","Lobelia cardinalis","Campanulaceae","actinomorphic"
"Lobelia inflata","Lobelia inflata","Campanulaceae","actinomorphic"
"Lobelia siphilitica","Lobelia siphilitica","Campanulaceae","actinomorphic"
"Lobelia spicata","Lobelia spicata","Campanulaceae","actinomorphic"
"Pratia angulata","Pratia angulata","Campanulaceae","actinomorphic"
"Pratia macrodon","Pratia macrodon","Campanulaceae","actinomorphic"
"Siphocampylus convolvulaceus","Siphocampylus convolvulaceus","Campanulaceae","zygomorphic"
"Siphocampylus giganteus","Siphocampylus giganteus","Campanulaceae","zygomorphic"
"Siphocampylus longepedunculatus","Siphocampylus longepedunculatus","Campanulaceae","zygomorphic"
"Wahlenbergia albomarginata","Wahlenbergia albomarginata","Campanulaceae","actinomorphic"
"Wahlenbergia ceracea","Wahlenbergia ceracea","Campanulaceae","actinomorphic"
"Trema orientalis","Trema orientalis","Cannabaceae","actinomorphic"
"Canna glauca","Canna glauca","Cannaceae","zygomorphic"
"Canna paniculata","Canna paniculata","Cannaceae","zygomorphic"
"Canna sp1 M_PL_026","Canna","Cannaceae","zygomorphic"
"Capparis ovata","Capparis ovata","Capparaceae","actinomorphic"
"Abelia grandiflora","Abelia grandiflora","Caprifoliaceae","actinomorphic"
"Abelia serrata","Abelia serrata","Caprifoliaceae","actinomorphic"
"Abelia sp1 M_PL_054","Abelia","Caprifoliaceae","actinomorphic"
"Dipsacus japonicus","Dipsacus japonicus","Caprifoliaceae","actinomorphic"
"Dipsacus sylvestris","Dipsacus sylvestris","Caprifoliaceae","actinomorphic"
"Knautia arvensis","Knautia arvensis","Caprifoliaceae","actinomorphic"
"Lonicera alpigena","Lonicera alpigena","Caprifoliaceae","zygomorphic"
"Lonicera gracilipes","Lonicera gracilipes","Caprifoliaceae","actinomorphic"
"Lonicera morrowii","Lonicera morrowii","Caprifoliaceae","actinomorphic"
"Lonicera periclymenum","Lonicera periclymenum","Caprifoliaceae","zygomorphic"
"Lonicera sempervirens","Lonicera sempervirens","Caprifoliaceae","actinomorphic"
"Patrinia scabiosaefolia","Patrinia scabiosaefolia","Caprifoliaceae","actinomorphic"
